Data,Nome,Edicao,Num,Extras,Qtd,Preco_Unit,Preco_Total
2025-05-26,"Force of Will","Dominaria United","248","",3,104.61,313.84
2025-05-26,"Mystic Remora","Future Sight","54","Foil",2,8.12,16.25
2025-05-26,"Thoughtseize","Beta","294","",2,19.26,38.53
2025-05-26,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,28.85,115.41
2025-05-27,"Vraska the Unseen","Magic 2013","77","Foil",4,30.84,123.36
2025-05-27,"Arid Mesa","Magic 2011","109","",2,7.51,15.03
2025-05-27,"Saheeli Rai","Ixalan","281","Etched",4,5.84,23.37
2025-05-27,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,8.17,8.17
2025-05-27,"Aether Vial","The Brothers' War","114","Foil",3,28.44,85.33
2025-05-27,"Narset, Parter of Veils","Modern Horizons 2","240","",1,18.87,18.87
2025-05-27,"Misty Rainforest","The Brothers' War","61","",2,15.33,30.66
2025-05-27,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,14.10,42.31
2025-05-27,"Xenagos, the Reveler","Alpha","179","Prerelease",2,28.50,57.01
2025-05-27,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.56,6.25
2025-05-27,"Wooded Foothills","Unlimited","128","",4,28.80,115.20
2025-05-27,"Teferi's Protection","Future Sight","55","",1,12.52,12.52
2025-05-27,"Saheeli Rai","Time Spiral","289","",3,2.42,7.25
2025-05-27,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.18,60.71
2025-05-27,"Dark Ritual","Unfinity","39","Foil",1,9.68,9.68
2025-05-27,"Doubling Season","Ixalan","168","",2,675.33,1350.65
2025-05-27,"Field of the Dead","Magic 2013","99","",4,3.43,13.74
2025-05-27,"Nicol Bolas, the Ravager","Ixalan","93","",2,15.53,31.06
2025-05-27,"Lightning Bolt","Unfinity","25","Etched",3,4.25,12.74
2025-05-27,"Esper Sentinel","Unfinity","281","",1,40.60,40.60
2025-05-27,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,7.98,15.97
2025-05-27,"Rhystic Study","Unfinity","163","Foil",2,31.10,62.20
2025-05-27,"Path to Exile","Dominaria United","241","Foil",4,23.94,95.74
2025-05-27,"Brainstorm","Dominaria United","95","",4,21.94,87.76
2025-05-27,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,20.37,20.37
2025-05-27,"Hangarback Walker","Unlimited","182","Prerelease",3,22.32,66.95
2025-05-27,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,21.10,21.10
2025-05-27,"Gaea's Cradle","March of the Machine","202","Etched",4,1308.70,5234.78
2025-05-27,"Dark Depths","Dominaria United","88","",3,5.59,16.77
2025-05-27,"Phyrexian Obliterator","Alpha","51","Etched",2,25.77,51.53
2025-05-27,"Craterhoof Behemoth","Fourth Edition","90","",3,16.64,49.93
2025-05-27,"Birds of Paradise","Ixalan","131","Foil",2,4.93,9.86
2025-05-27,"Mana Crypt","Zendikar Rising","145","",4,234.04,936.16
2025-05-27,"Urza's Saga","Time Spiral","74","",1,5.18,5.18
2025-05-27,"Ragavan, Nimble Pilferer","Ixalan","245","",3,308.48,925.43
2025-05-27,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.49,29.97
2025-05-27,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,3.05,6.11
2025-05-27,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.22,6.66
2025-05-27,"Sorin Markov","Strixhaven","14","Prerelease",2,23.76,47.52
2025-05-27,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,7047.52,21142.56
2025-05-27,"Path to Exile","Unfinity","10","Etched",3,8.47,25.41
2025-05-27,"Xenagos, God of Revels","Alpha","256","",4,1.84,7.37
2025-05-27,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.02,28.02
2025-05-27,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.12,10.24
2025-05-27,"Tarmogoyf","Ixalan","217","",1,3.35,3.35
2025-05-27,"Mox Diamond","Strixhaven","177","Foil",1,6861.31,6861.31
2025-05-27,"Demonic Tutor","March of the Machine","32","Foil",1,2.68,2.68
2025-05-27,"Gaea's Cradle","Kaladesh Remastered","185","",4,2315.10,9260.39
2025-05-27,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,1.62,3.24
2025-05-27,"Orcish Bowmasters","Revised","243","",3,4.86,14.57
2025-05-27,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.63,28.89
2025-05-27,"Inquisition of Kozilek","Streets of New Capenna","254","",3,4.07,12.20
2025-05-27,"Arid Mesa","Wilds of Eldraine","34","",3,2.35,7.05
2025-05-27,"Elvish Mystic","Kaladesh Remastered","36","",2,13.15,26.30
2025-05-27,"Misty Rainforest","Theros Beyond Death","262","Foil",2,9.61,19.22
2025-05-27,"Dockside Extortionist","Revised","85","",3,10.93,32.79
2025-05-27,"Kiora, Behemoth Beckoner","Beta","77","",1,11.78,11.78
2025-05-27,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.62,22.50
2025-05-27,"Inquisition of Kozilek","Fourth Edition","224","",2,16.91,33.83
2025-05-27,"Xenagos, God of Revels","Commander Masters","28","",1,19.16,19.16
2025-05-27,"Jitte","Future Sight","194","",4,14.97,59.89
2025-05-27,"Volcanic Island","Unfinity","276","",3,893.99,2681.97
2025-05-27,"Lotus Cobra","Fourth Edition","63","",3,2361.06,7083.19
2025-05-27,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.98,1.98
2025-05-27,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.77,25.53
2025-05-27,"Demonic Tutor","Kaladesh Remastered","111","",1,3.76,3.76
2025-05-27,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.91,4.91
2025-05-27,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,24.94,24.94
2025-05-27,"Demonic Tutor","The Lord of the Rings","289","",3,16.21,48.64
2025-05-27,"Scalding Tarn","Theros Beyond Death","186","",4,11.83,47.32
2025-05-27,"Ancient Tomb","Commander Masters","258","Prerelease",1,20.99,20.99
2025-05-27,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,13.25,53.01
2025-05-27,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,9.84,9.84
2025-05-27,"Phyrexian Obliterator","Commander Masters","166","Foil",2,34.23,68.45
2025-05-27,"Demonic Tutor","The Brothers' War","88","Etched",1,10.56,10.56
2025-05-27,"Sword of War and Peace","Revised","156","",1,11.27,11.27
2025-05-27,"Path to Exile","Unfinity","154","",2,0.90,1.79
2025-05-27,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,10.86,21.71
2025-05-27,"Emrakul, the Aeons Torn","Unfinity","253","",2,8.34,16.69
2025-05-27,"Wrath of God","Future Sight","230","",1,1.46,1.46
2025-05-27,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.50,10.02
2025-05-27,"Sheoldred, the Apocalypse","Revised","271","Etched",2,368.24,736.47
2025-05-27,"Force of Will","Magic 2012","256","",4,338.04,1352.16
2025-05-27,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.57,8.57
2025-05-27,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,29.08,58.15
2025-05-27,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,18.86,18.86
2025-05-27,"Dark Confidant","The Lord of the Rings","217","",1,4.78,4.78
2025-05-27,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,127.07,254.13
2025-05-27,"Avacyn, Angel of Hope","Ixalan","138","",3,15.21,45.64
2025-05-27,"Teferi's Protection","The Lord of the Rings","105","",3,10.37,31.11
2025-05-27,"Arid Mesa","Future Sight","176","Prerelease",1,1.37,1.37
2025-05-27,"Vraska the Unseen","Revised","169","",1,2.00,2.00
2025-05-27,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.38,4.13
2025-05-27,"Kodama's Reach","Modern Horizons 2","145","",2,1.60,3.19
2025-05-27,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.20,54.60
2025-05-27,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,550.36,1100.71
2025-05-27,"Thoughtseize","Phyrexia: All Will Be One","193","",4,14.79,59.15
2025-05-27,"Gaea's Cradle","Dominaria United","143","Foil",4,584.84,2339.35
2025-05-27,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,19.49,38.99
2025-05-27,"Fabled Passage","Fourth Edition","126","Foil",3,8.07,24.22
2025-05-27,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.88,11.54
2025-05-27,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.98,11.98
2025-05-27,"Mana Crypt","Time Spiral","105","",4,381.25,1525.02
2025-05-27,"Jitte","Revised","253","",4,19.79,79.17
2025-05-27,"Lightning Bolt","Commander Masters","288","Etched",2,14.43,28.85
2025-05-27,"Force of Will","Modern Horizons 2","235","Prerelease",3,351.13,1053.39
2025-05-27,"Craterhoof Behemoth","The Brothers' War","207","",1,14.60,14.60
2025-05-27,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,15.47,61.88
2025-05-27,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,26.28,26.28
2025-05-27,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.38,15.38
2025-05-27,"Cabal Coffers","Magic 2012","84","Prerelease",2,5.94,11.87
2025-05-27,"Mox Diamond","Beta","247","",3,1741.38,5224.13
2025-05-27,"Sylvan Library","Commander Masters","32","Foil",1,5.45,5.45
2025-05-27,"Sword of War and Peace","Modern Horizons 2","173","",2,11.95,23.90
2025-05-27,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,12.70,38.11
2025-05-27,"Scalding Tarn","The Brothers' War","245","",1,12.12,12.12
2025-05-27,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,13.29,13.29
2025-05-27,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,11.98,11.98
2025-05-27,"Field of the Dead","Magic 2011","259","Prerelease",1,4.53,4.53
2025-05-27,"Elvish Mystic","Magic 2010","211","",3,2.05,6.14
2025-05-27,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,9.78,19.56
2025-05-27,"Wrath of God","Modern Horizons 2","222","Foil",4,18.82,75.29
2025-05-27,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.67,30.66
2025-05-27,"Griselbrand","Ixalan","297","Prerelease",4,19.81,79.23
2025-05-27,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,19.20,19.20
2025-05-27,"Sensei's Divining Top","Magic 2013","234","Etched",4,1.99,7.97
2025-05-27,"Mox Diamond","Modern Horizons 2","253","",4,3554.88,14219.53
2025-05-27,"Wooded Foothills","The Brothers' War","104","",2,11.58,23.16
2025-05-27,"Misty Rainforest","Unlimited","251","",2,15.74,31.48
2025-05-27,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,10.13,10.13
2025-05-27,"Felidar Guardian","Future Sight","161","",4,12.57,50.29
2025-05-27,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,374.89,374.89
2025-05-27,"Batterskull","Beta","82","",1,1.01,1.01
2025-05-27,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.05,8.19
2025-05-27,"Path to Exile","Magic 2010","49","Prerelease",3,35.83,107.49
2025-05-27,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,8.56,25.69
2025-05-27,"Jitte","Zendikar Rising","66","Etched",4,13.44,53.75
2025-05-27,"Ral Zarek","Fourth Edition","27","Etched",3,12.90,38.70
2025-05-27,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.08,21.23
2025-05-27,"Swords to Plowshares","Streets of New Capenna","195","",4,9.61,38.44
2025-05-27,"Polluted Delta","Ixalan","221","",3,5.66,16.99
2025-05-27,"Tundra","Theros Beyond Death","180","Foil",3,13.65,40.94
2025-05-27,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,11.74,23.48
2025-05-27,"Liliana of the Veil","Commander Masters","254","",1,2.73,2.73
2025-05-27,"Sylvan Library","Modern Horizons 2","122","",4,10.65,42.59
2025-05-27,"Counterspell","Ixalan","165","Etched",2,29.43,58.87
2025-05-27,"Force of Will","Dominaria United","248","",3,107.89,323.66
2025-05-27,"Mystic Remora","Future Sight","54","Foil",2,8.16,16.33
2025-05-27,"Thoughtseize","Beta","294","",2,19.30,38.60
2025-05-27,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,29.65,118.62
2025-05-28,"Vraska the Unseen","Magic 2013","77","Foil",4,30.82,123.30
2025-05-28,"Arid Mesa","Magic 2011","109","",2,7.58,15.16
2025-05-28,"Saheeli Rai","Ixalan","281","Etched",4,5.81,23.24
2025-05-28,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,8.02,8.02
2025-05-28,"Aether Vial","The Brothers' War","114","Foil",3,28.40,85.19
2025-05-28,"Narset, Parter of Veils","Modern Horizons 2","240","",1,18.79,18.79
2025-05-28,"Misty Rainforest","The Brothers' War","61","",2,15.73,31.46
2025-05-28,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,13.74,41.21
2025-05-28,"Xenagos, the Reveler","Alpha","179","Prerelease",2,29.51,59.02
2025-05-28,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.57,6.29
2025-05-28,"Wooded Foothills","Unlimited","128","",4,28.55,114.19
2025-05-28,"Teferi's Protection","Future Sight","55","",1,12.70,12.70
2025-05-28,"Saheeli Rai","Time Spiral","289","",3,2.40,7.19
2025-05-28,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.05,60.21
2025-05-28,"Dark Ritual","Unfinity","39","Foil",1,9.74,9.74
2025-05-28,"Doubling Season","Ixalan","168","",2,681.97,1363.94
2025-05-28,"Field of the Dead","Magic 2013","99","",4,3.50,13.98
2025-05-28,"Nicol Bolas, the Ravager","Ixalan","93","",2,15.81,31.62
2025-05-28,"Lightning Bolt","Unfinity","25","Etched",3,4.32,12.97
2025-05-28,"Esper Sentinel","Unfinity","281","",1,40.30,40.30
2025-05-28,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,8.11,16.22
2025-05-28,"Rhystic Study","Unfinity","163","Foil",2,30.17,60.34
2025-05-28,"Path to Exile","Dominaria United","241","Foil",4,24.60,98.42
2025-05-28,"Brainstorm","Dominaria United","95","",4,21.74,86.95
2025-05-28,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,20.68,20.68
2025-05-28,"Hangarback Walker","Unlimited","182","Prerelease",3,22.65,67.94
2025-05-28,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,21.82,21.82
2025-05-28,"Gaea's Cradle","March of the Machine","202","Etched",4,1297.40,5189.60
2025-05-28,"Dark Depths","Dominaria United","88","",3,5.81,17.43
2025-05-28,"Phyrexian Obliterator","Alpha","51","Etched",2,26.14,52.28
2025-05-28,"Craterhoof Behemoth","Fourth Edition","90","",3,16.49,49.47
2025-05-28,"Birds of Paradise","Ixalan","131","Foil",2,4.97,9.93
2025-05-28,"Mana Crypt","Zendikar Rising","145","",4,233.53,934.14
2025-05-28,"Urza's Saga","Time Spiral","74","",1,5.19,5.19
2025-05-28,"Ragavan, Nimble Pilferer","Ixalan","245","",3,306.22,918.65
2025-05-28,"Supreme Verdict","Innistrad: Midnight Hunt","146","Prerelease",4,7.61,30.44
2025-05-28,"Supreme Verdict","Adventures in the Forgotten Realms","196","",2,3.03,6.06
2025-05-28,"Kiora, Behemoth Beckoner","Commander Masters","115","",3,2.21,6.62
2025-05-28,"Sorin Markov","Strixhaven","14","Prerelease",2,23.36,46.73
2025-05-28,"Mox Diamond","Wilds of Eldraine","255","Prerelease",3,7324.34,21973.02
2025-05-28,"Path to Exile","Unfinity","10","Etched",3,8.13,24.39
2025-05-28,"Xenagos, God of Revels","Alpha","256","",4,1.81,7.22
2025-05-28,"Dark Ritual","Ikoria: Lair of Behemoths","50","Foil",1,28.05,28.05
2025-05-28,"Phyrexian Obliterator","Magic 2010","280","Foil",2,5.29,10.57
2025-05-28,"Tarmogoyf","Ixalan","217","",1,3.46,3.46
2025-05-28,"Mox Diamond","Strixhaven","177","Foil",1,7132.95,7132.95
2025-05-28,"Demonic Tutor","March of the Machine","32","Foil",1,2.58,2.58
2025-05-28,"Gaea's Cradle","Kaladesh Remastered","185","",4,2325.20,9300.78
2025-05-28,"Tarmogoyf","Phyrexia: All Will Be One","156","Etched",2,1.62,3.25
2025-05-28,"Orcish Bowmasters","Revised","243","",3,4.93,14.78
2025-05-28,"Sword of Fire and Ice","Unlimited","188","Etched",3,9.37,28.11
2025-05-28,"Inquisition of Kozilek","Streets of New Capenna","254","",3,3.93,11.78
2025-05-28,"Arid Mesa","Wilds of Eldraine","34","",3,2.36,7.08
2025-05-28,"Elvish Mystic","Kaladesh Remastered","36","",2,13.09,26.18
2025-05-28,"Misty Rainforest","Theros Beyond Death","262","Foil",2,9.67,19.34
2025-05-28,"Dockside Extortionist","Revised","85","",3,11.04,33.12
2025-05-28,"Kiora, Behemoth Beckoner","Beta","77","",1,11.97,11.97
2025-05-28,"Demonic Tutor","Phyrexia: All Will Be One","29","",4,5.72,22.86
2025-05-28,"Inquisition of Kozilek","Fourth Edition","224","",2,16.90,33.80
2025-05-28,"Xenagos, God of Revels","Commander Masters","28","",1,19.34,19.34
2025-05-28,"Jitte","Future Sight","194","",4,14.27,57.09
2025-05-28,"Volcanic Island","Unfinity","276","",3,901.23,2703.68
2025-05-28,"Lotus Cobra","Fourth Edition","63","",3,2385.35,7156.05
2025-05-28,"Chandra, Torch of Defiance","The Lord of the Rings","201","",1,1.98,1.98
2025-05-28,"Flooded Strand","The Lord of the Rings","265","Foil",2,12.88,25.76
2025-05-28,"Demonic Tutor","Kaladesh Remastered","111","",1,3.78,3.78
2025-05-28,"Sword of Body and Mind","Innistrad: Midnight Hunt","74","",1,4.94,4.94
2025-05-28,"Sensei's Divining Top","Fourth Edition","299","Prerelease",1,24.41,24.41
2025-05-28,"Demonic Tutor","The Lord of the Rings","289","",3,16.24,48.71
2025-05-28,"Scalding Tarn","Theros Beyond Death","186","",4,11.82,47.30
2025-05-28,"Ancient Tomb","Commander Masters","258","Prerelease",1,21.42,21.42
2025-05-28,"Cabal Coffers","The Lost Caverns of Ixalan","265","Foil",4,13.29,53.17
2025-05-28,"Orcish Bowmasters","Zendikar Rising","268","Foil",1,9.89,9.89
2025-05-28,"Phyrexian Obliterator","Commander Masters","166","Foil",2,34.13,68.26
2025-05-28,"Demonic Tutor","The Brothers' War","88","Etched",1,10.71,10.71
2025-05-28,"Sword of War and Peace","Revised","156","",1,11.48,11.48
2025-05-28,"Path to Exile","Unfinity","154","",2,0.91,1.82
2025-05-28,"The Ur-Dragon","Innistrad: Midnight Hunt","67","",2,10.72,21.44
2025-05-28,"Emrakul, the Aeons Torn","Unfinity","253","",2,8.34,16.69
2025-05-28,"Wrath of God","Future Sight","230","",1,1.50,1.50
2025-05-28,"Sword of Body and Mind","Wilds of Eldraine","239","Foil",4,2.55,10.19
2025-05-28,"Sheoldred, the Apocalypse","Revised","271","Etched",2,357.58,715.15
2025-05-28,"Force of Will","Magic 2012","256","",4,339.46,1357.85
2025-05-28,"Cabal Coffers","Phyrexia: All Will Be One","7","Foil",1,8.63,8.63
2025-05-28,"Verdant Catacombs","Phyrexia: All Will Be One","216","Etched",2,28.77,57.54
2025-05-28,"Vampiric Tutor","Streets of New Capenna","291","Foil",1,18.92,18.92
2025-05-28,"Dark Confidant","The Lord of the Rings","217","",1,4.65,4.65
2025-05-28,"Sheoldred, the Apocalypse","Alpha","165","Prerelease",2,125.88,251.76
2025-05-28,"Avacyn, Angel of Hope","Ixalan","138","",3,14.68,44.03
2025-05-28,"Teferi's Protection","The Lord of the Rings","105","",3,10.23,30.70
2025-05-28,"Arid Mesa","Future Sight","176","Prerelease",1,1.36,1.36
2025-05-28,"Vraska the Unseen","Revised","169","",1,2.01,2.01
2025-05-28,"Liliana's Triumph","Magic 2010","226","Prerelease",3,1.36,4.08
2025-05-28,"Kodama's Reach","Modern Horizons 2","145","",2,1.58,3.16
2025-05-28,"Brisela, Voice of Nightmares","The Lord of the Rings","94","",3,18.14,54.42
2025-05-28,"Ragavan, Nimble Pilferer","Dominaria United","243","Foil",2,551.47,1102.94
2025-05-28,"Thoughtseize","Phyrexia: All Will Be One","193","",4,15.18,60.70
2025-05-28,"Gaea's Cradle","Dominaria United","143","Foil",4,559.65,2238.60
2025-05-28,"Fyndhorn Elves","Innistrad: Midnight Hunt","14","",2,19.44,38.88
2025-05-28,"Fabled Passage","Fourth Edition","126","Foil",3,8.09,24.27
2025-05-28,"Nicol Bolas, the Ravager","Modern Horizons 2","59","Prerelease",4,2.86,11.44
2025-05-28,"Urborg, Tomb of Yawgmoth","March of the Machine","21","",1,11.95,11.95
2025-05-28,"Mana Crypt","Time Spiral","105","",4,380.11,1520.44
2025-05-28,"Jitte","Revised","253","",4,19.17,76.69
2025-05-28,"Lightning Bolt","Commander Masters","288","Etched",2,14.68,29.36
2025-05-28,"Force of Will","Modern Horizons 2","235","Prerelease",3,349.07,1047.21
2025-05-28,"Craterhoof Behemoth","The Brothers' War","207","",1,14.69,14.69
2025-05-28,"Sword of Fire and Ice","March of the Machine","71","Prerelease",4,15.19,60.78
2025-05-28,"Tamiyo, Field Researcher","The Lost Caverns of Ixalan","238","Etched",1,26.30,26.30
2025-05-28,"Birds of Paradise","Innistrad: Midnight Hunt","8","",1,15.33,15.33
2025-05-28,"Cabal Coffers","Magic 2012","84","Prerelease",2,6.04,12.08
2025-05-28,"Mox Diamond","Beta","247","",3,1723.30,5169.91
2025-05-28,"Sylvan Library","Commander Masters","32","Foil",1,5.39,5.39
2025-05-28,"Sword of War and Peace","Modern Horizons 2","173","",2,11.90,23.81
2025-05-28,"Ob Nixilis Reignited","Modern Horizons 2","182","",3,12.48,37.44
2025-05-28,"Scalding Tarn","The Brothers' War","245","",1,11.73,11.73
2025-05-28,"Kiora, Behemoth Beckoner","Streets of New Capenna","90","Prerelease",1,13.10,13.10
2025-05-28,"Elesh Norn, Grand Cenobite","Strixhaven","187","Foil",1,11.82,11.82
2025-05-28,"Field of the Dead","Magic 2011","259","Prerelease",1,4.57,4.57
2025-05-28,"Elvish Mystic","Magic 2010","211","",3,2.05,6.16
2025-05-28,"Karn, Scion of Urza","Future Sight","121","Prerelease",2,9.59,19.19
2025-05-28,"Wrath of God","Modern Horizons 2","222","Foil",4,18.93,75.74
2025-05-28,"Xenagos, God of Revels","Ixalan","277","Prerelease",4,7.80,31.22
2025-05-28,"Griselbrand","Ixalan","297","Prerelease",4,19.80,79.19
2025-05-28,"Sword of Fire and Ice","Magic 2010","41","Prerelease",1,19.28,19.28
2025-05-28,"Sensei's Divining Top","Magic 2013","234","Etched",4,1.99,7.95
2025-05-28,"Mox Diamond","Modern Horizons 2","253","",4,3640.37,14561.48
2025-05-28,"Wooded Foothills","The Brothers' War","104","",2,11.80,23.60
2025-05-28,"Misty Rainforest","Unlimited","251","",2,15.84,31.67
2025-05-28,"Xenagos, the Reveler","Innistrad: Midnight Hunt","257","Prerelease",1,10.21,10.21
2025-05-28,"Felidar Guardian","Future Sight","161","",4,13.13,52.52
2025-05-28,"Sheoldred, the Apocalypse","Ikoria: Lair of Behemoths","192","Foil",1,369.75,369.75
2025-05-28,"Batterskull","Beta","82","",1,1.00,1.00
2025-05-28,"Demonic Tutor","Ikoria: Lair of Behemoths","230","",4,2.02,8.07
2025-05-28,"Path to Exile","Magic 2010","49","Prerelease",3,35.99,107.97
2025-05-28,"Xenagos, the Reveler","The Lost Caverns of Ixalan","227","",3,8.49,25.46
2025-05-28,"Jitte","Zendikar Rising","66","Etched",4,13.59,54.34
2025-05-28,"Ral Zarek","Fourth Edition","27","Etched",3,12.67,38.00
2025-05-28,"Scute Swarm","Innistrad: Midnight Hunt","13","",3,7.01,21.04
2025-05-28,"Swords to Plowshares","Streets of New Capenna","195","",4,9.61,38.42
2025-05-28,"Polluted Delta","Ixalan","221","",3,5.60,16.79
2025-05-28,"Tundra","Theros Beyond Death","180","Foil",3,13.57,40.72
2025-05-28,"Craterhoof Behemoth","Wilds of Eldraine","215","",2,11.33,22.66
2025-05-28,"Liliana of the Veil","Commander Masters","254","",1,2.83,2.83
2025-05-28,"Sylvan Library","Modern Horizons 2","122","",4,11.13,44.53
2025-05-28,"Counterspell","Ixalan","165","Etched",2,28.48,56.96
2025-05-28,"Force of Will","Dominaria United","248","",3,103.05,309.14
2025-05-28,"Mystic Remora","Future Sight","54","Foil",2,8.21,16.42
2025-05-28,"Thoughtseize","Beta","294","",2,19.17,38.35
2025-05-28,"Cabal Coffers","Ikoria: Lair of Behemoths","255","Prerelease",4,29.26,117.06
2025-05-29,"Vraska the Unseen","Magic 2013","77","Foil",4,30.72,122.87
2025-05-29,"Arid Mesa","Magic 2011","109","",2,7.37,14.74
2025-05-29,"Saheeli Rai","Ixalan","281","Etched",4,5.84,23.35
2025-05-29,"Dark Depths","Wilds of Eldraine","220","Prerelease",1,8.02,8.02
2025-05-29,"Aether Vial","The Brothers' War","114","Foil",3,28.18,84.55
2025-05-29,"Narset, Parter of Veils","Modern Horizons 2","240","",1,18.41,18.41
2025-05-29,"Misty Rainforest","The Brothers' War","61","",2,15.90,31.81
2025-05-29,"Kiora, Behemoth Beckoner","Phyrexia: All Will Be One","264","",3,13.87,41.60
2025-05-29,"Xenagos, the Reveler","Alpha","179","Prerelease",2,30.65,61.29
2025-05-29,"Xenagos, God of Revels","Wilds of Eldraine","86","Foil",4,1.54,6.16
2025-05-29,"Wooded Foothills","Unlimited","128","",4,29.43,117.70
2025-05-29,"Teferi's Protection","Future Sight","55","",1,12.46,12.46
2025-05-29,"Saheeli Rai","Time Spiral","289","",3,2.49,7.46
2025-05-29,"Craterhoof Behemoth","Phyrexia: All Will Be One","59","",4,15.16,60.62
2025-05-29,"Dark Ritual","Unfinity","39","Foil",1,9.87,9.87
2025-05-29,"Doubling Season","Ixalan","168","",2,684.66,1369.32
2025-05-29,"Field of the Dead","Magic 2013","99","",4,3.44,13.74
2025-05-29,"Nicol Bolas, the Ravager","Ixalan","93","",2,15.83,31.65
2025-05-29,"Lightning Bolt","Unfinity","25","Etched",3,4.40,13.19
2025-05-29,"Esper Sentinel","Unfinity","281","",1,41.41,41.41
2025-05-29,"Urborg, Tomb of Yawgmoth","Ixalan","286","",2,8.27,16.53
2025-05-29,"Rhystic Study","Unfinity","163","Foil",2,31.00,62.00
2025-05-29,"Path to Exile","Dominaria United","241","Foil",4,25.13,100.52
2025-05-29,"Brainstorm","Dominaria United","95","",4,21.91,87.63
2025-05-29,"Marsh Flats","Innistrad: Midnight Hunt","158","Prerelease",1,21.01,21.01
2025-05-29,"Hangarback Walker","Unlimited","182","Prerelease",3,22.03,66.10
2025-05-29,"Chandra, Torch of Defiance","Ixalan","133","Prerelease",1,21.77,21.77
2025-05-29,"Gaea's Cradle","March of the Machine","202","Etched",4,1310.27,5241.10
2025-05-29,"Dark Depths","Dominaria United","88","",3,5.88,17.64
2025-05-29,"Phyrexian Obliterator","Alpha","51","Etched",2,25.88,51.77
2025-05-29,"Craterhoof Behemoth","Fourth Edition","90","",3,15.96,47.87
2025-05-29,"Birds of Paradise","Ixalan","131","Foil",2,4.99,9.97
2025-05-29,"Mana Crypt","Zendikar Rising","145","",4,231.87,927.48
2025-05-29,"Urza's Saga","Time Spiral","74","",1,5.25,5.25
